maladyId,sourceAccession,slug,name
2405,236410,humeroradial_synostosis_with_craniofacial_anomalies,"humeroradial synostosis with craniofacial anomalies"
2407,236500,multinucleated_neurons_anhydramnios_renal_dysplasia_cerebellar_hypoplasia_and_hydranencephaly,"multinucleated neurons, anhydramnios, renal dysplasia, cerebellar hypoplasia, and hydranencephaly"
2419,236795,3_hydroxyisobutyric_aciduria,"3-hydroxyisobutyric aciduria"
2435,238600,hyperlipoproteinemia_type_i,"hyperlipoproteinemia, type i"
2467,241080,woodhouse_sakati_syndrome_2,"woodhouse-sakati syndrome"
2472,241200,bartter_syndrome_type_2_antenatal,"bartter syndrome, type 2, antenatal"
2483,241760,hypospadias_mental_retardation_syndrome,"hypospadias-mental retardation syndrome"
2486,242050,hypouricemia_hypercalcinuria_and_decreased_bone_density,"hypouricemia, hypercalcinuria, and decreased bone density"
2531,244300,kapur_toriello_syndrome_2,"kapur-toriello syndrome"
2577,246900,dihydrolipoamide_dehydrogenase_e3_deficiency,"dihydrolipoamide dehydrogenase deficiency"
2614,248770,marfanoid_mental_retardation_syndrome_autosomal_2,"marfanoid mental retardation syndrome, autosomal"
2629,249599,mental_retardation_syndrome_belgian_type,"mental retardation syndrome, belgian type"
2648,250450,metaphyseal_dysplasia_anetoderma_and_optic_atrophy,"metaphyseal dysplasia, anetoderma, and optic atrophy"
2662,251100,methylmalonic_aciduria_cbla_type_2,"methylmalonic aciduria, cbla type"
2668,251230,microcephaly_micromelia_syndrome,"microcephaly-micromelia syndrome"
2669,251240,microcephaly_with_chemotactic_defect_and_transient_hypogammaglobulinemia,"microcephaly with chemotactic defect and transient hypogammaglobulinemia"
2674,251280,diencephalic_mesencephalic_junction_dysplasia_syndrome_1,"diencephalic-mesencephalic junction dysplasia syndrome 1"
2704,252900,mucopolysaccharidosis_type_iiia_2,"mucopolysaccharidosis, type iiia"
2747,254800,myoclonic_epilepsy_of_unverricht_and_lundborg,"myoclonic epilepsy of unverricht and lundborg"
2756,255140,myopathy_with_giant_abnormal_mitochondria,"myopathy with giant abnormal mitochondria"
2773,256030,nemaline_myopathy_2,"nemaline myopathy 2"
2777,256120,nephropathy_deafness_and_hyperparathyroidism,"nephropathy, deafness, and hyperparathyroidism"
2784,256520,neu_laxova_syndrome_1,"neu-laxova syndrome 1"
2787,256600,neurodegeneration_with_brain_iron_accumulation_2a,"neurodegeneration with brain iron accumulation 2a"
2841,258860,orofaciodigital_syndrome_iv,"orofaciodigital syndrome iv"
2865,259730,osteopetrosis_autosomal_recessive_3_2,"osteopetrosis, autosomal recessive 3"
2870,259900,hyperoxaluria_primary_type_i,"hyperoxaluria, primary, type i"
2873,260100,pa_polymorphism_of_alpha_2_globulin,"pa polymorphism of alpha-2-globulin"
2887,260565,peho_syndrome,"peho syndrome"
2929,262800,plasma_clot_retraction_factor_deficiency_of,"plasma clot retraction factor, deficiency of"
1412,179830,renal_tubular_acidosis_proximal,"renal tubular acidosis, proximal"
1416,180000,retinal_arteries_tortuosity_of,"retinal arteries, tortuosity of"
1444,181010,salivary_duct_calculi,"salivary duct calculi"
1477,182280,small_cell_cancer_of_the_lung,"small cell cancer of the lung"
1480,182410,sneddon_syndrome,"sneddon syndrome"
1507,183500,split_hand_and_split_foot_with_hypodontia,"split-hand and split-foot with hypodontia"
1523,184255,spondylometaphyseal_dysplasia_corner_fracture_type_2,"spondylometaphyseal dysplasia, corner fracture type"
1528,184500,steatocystoma_multiplex,"steatocystoma multiplex"
1531,184705,steinfeld_syndrome,"steinfeld syndrome"
1580,187340,temperature_sensitive_lethal_mutation,"temperature-sensitive lethal mutation"
1614,188570,thyroid_hormone_resistance_generalized_autosomal_dominant,"thyroid hormone resistance, generalized, autosomal dominant"
1625,189230,toes_space_between_first_and_second,"toes, space between first and second"
1632,189960,tracheoesophageal_fistula_with_or_without_esophageal_atresia,"tracheoesophageal fistula with or without esophageal atresia"
1644,190360,trichodysplasia_xeroderma_2,"trichodysplasia-xeroderma"
1655,190685,down_syndrome,"down syndrome"
1719,193520,watson_syndrome,"watson syndrome"
1732,194200,wolff_parkinson_white_syndrome,"wolff-parkinson-white syndrome"
1733,194300,woolly_hair_autosomal_dominant,"woolly hair, autosomal dominant"
1785,202370,peroxisome_biogenesis_disorder_2b,"peroxisome biogenesis disorder 2b"
1801,203450,alexander_disease,"alexander disease"
1805,203650,alopecia_mental_retardation_syndrome_1_2,"alopecia-mental retardation syndrome 1"
1815,204110,amaurosis_congenita_cone_rod_type_with_congenital_hypertrichosis_2,"amaurosis congenita, cone-rod type, with congenital hypertrichosis"
1832,205400,tangier_disease,"tangier disease"
1916,210550,biliary_malformation_with_renal_tubular_insufficiency,"biliary malformation with renal tubular insufficiency"
1917,210600,seckel_syndrome_1,"seckel syndrome 1"
1918,210700,microcephalic_primordial_dwarfism_montreal_type,"microcephalic primordial dwarfism, montreal type"
1941,211600,cholestasis_progressive_familial_intrahepatic_1_2,"cholestasis, progressive familial intrahepatic, 1"
1942,211750,c_syndrome,"c syndrome"
1973,212400,cataract_and_congenital_ichthyosis,"cataract and congenital ichthyosis"
1977,212710,cataract_ataxia_deafness_retardation_syndrome,"cataract-ataxia-deafness-retardation syndrome"
1986,212890,cerebellar_ataxia_benign_with_thermoanalgesia,"cerebellar ataxia, benign, with thermoanalgesia"
1989,213002,cerebellar_hypoplasia_with_endosteal_sclerosis,"cerebellar hypoplasia with endosteal sclerosis"
2005,214200,ceroid_storage_disease,"ceroid storage disease"
2007,214300,klippel_feil_syndrome_2_autosomal_recessive,"klippel-feil syndrome 2, autosomal recessive"
2019,215045,chondrodysplasia_blomstrand_type_2,"chondrodysplasia, blomstrand type"
2025,215250,chondroitin_6_sulfaturia_defective_cellular_immunity_nephrotic_syndrome,"chondroitin-6-sulfaturia, defective cellular immunity, nephrotic syndrome"
2057,217095,conotruncal_heart_malformations,"conotruncal heart malformations"
2108,219700,cystic_fibrosis,"cystic fibrosis"
2140,221770,polycystic_lipomembranous_osteodysplasia_with_sclerosing_leukoencephalopathy_1,"polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy 1"
2149,222100,diabetes_mellitus_type_i,"diabetes mellitus, type i"
2159,222730,dicarboxylic_aminoaciduria,"dicarboxylic aminoaciduria"
2166,223200,disorganization_mouse_homolog_of,"disorganization, mouse, homolog of"
2167,223300,disseminated_sclerosis_with_narcolepsy,"disseminated sclerosis with narcolepsy"
2200,225060,cleft_lip_palate_ectodermal_dysplasia_syndrome_2,"cleft lip/palate-ectodermal dysplasia syndrome"
2234,226750,kohlschutter_tonz_syndrome_2,"kohlschutter-tonz syndrome"
1426,180295,rhabdomyosarcoma_embryonal_2,"rhabdomyosarcoma, embryonal, 2"
1435,180750,robinow_sorauf_syndrome_2,"robinow-sorauf syndrome"
1440,180900,rutherfurd_syndrome,"rutherfurd syndrome"
1462,181750,scleroderma_familial_progressive,"scleroderma, familial progressive"
1475,182260,slipped_femoral_capital_epiphyses,"slipped femoral capital epiphyses"
1490,182882,sperm_protamine_p4,"sperm protamine p4"
1496,182970,spinal_muscular_atrophy_facioscapulohumeral_type,"spinal muscular atrophy, facioscapulohumeral type"
1508,183600,split_hand_foot_malformation_1_3,"split-hand/foot malformation 1"
1515,183900,spondyloepiphyseal_dysplasia_congenita,"spondyloepiphyseal dysplasia congenita"
1540,185070,stormorken_syndrome,"stormorken syndrome"
1546,185480,suprabulbar_paresis_congenital,"suprabulbar paresis, congenital"
1555,185900,chromosome_2q35_duplication_syndrome,"chromosome 2q35 duplication syndrome"
1558,186200,syndactyly_type_iv,"syndactyly, type iv"
1561,186400,synostoses_tarsal_carpal_and_digital,"synostoses, tarsal, carpal, and digital"
1562,186500,multiple_synostoses_syndrome_1,"multiple synostoses syndrome 1"
1577,187260,telangiectasia_hereditary_benign,"telangiectasia, hereditary benign"
1579,187310,temperature_sensitivity_complementation_cell_cycle_specific_k12,"temperature sensitivity complementation, cell cycle specific, k12"
1592,187650,theophylline_biotransformation,"theophylline biotransformation"
1609,188400,digeorge_syndrome,"digeorge syndrome"
1619,188850,tl_antigen,"tl antigen"
1620,188890,tobacco_addiction,"tobacco addiction"
1646,190410,trigger_thumb,"trigger thumb"
1656,190800,tristichiasis,"tristichiasis"
1660,191150,tuftsin_deficiency,"tuftsin deficiency"
1662,191200,tune_deafness,"tune deafness"
1675,191600,ureter_cancer_of,"ureter, cancer of"
1684,192050,uterus_bicornis_bicollis_with_partial_vaginal_septum_and_unilateral_hematocolpos_with_ipsilateral_renal_agenesis,"uterus bicornis bicollis with partial vaginal septum and unilateral hematocolpos with ipsilateral renal agenesis"
1746,200300,acetophenetidin_sensitivity,"acetophenetidin sensitivity"
1748,200450,achalasia_microcephaly_syndrome_2,"achalasia-microcephaly syndrome"
1757,200990,acrocallosal_syndrome,"acrocallosal syndrome"
1810,203760,alpha_2_deficient_collagen_disease_2,"alpha-2-deficient collagen disease"
1825,204850,amyloidosis_of_gingiva_and_conjunctiva_with_mental_retardation,"amyloidosis of gingiva and conjunctiva, with mental retardation"
1837,206200,iron_refractory_iron_deficiency_anemia,"iron-refractory iron deficiency anemia"
1838,206300,anemia_nonspherocytic_hemolytic_associated_with_abnormality_of_red_cell_membrane,"anemia, nonspherocytic hemolytic, associated with abnormality of red cell membrane"
1839,206400,anemia_nonspherocytic_hemolytic_possibly_due_to_defect_in_porphyrin_metabolism,"anemia, nonspherocytic hemolytic, possibly due to defect in porphyrin metabolism"
1845,206750,aniridia_partial_with_unilateral_renal_agenesis_and_psychomotor_retardation,"aniridia, partial, with unilateral renal agenesis and psychomotor retardation"
1849,206920,microphthalmia_with_limb_anomalies,"microphthalmia with limb anomalies"
1851,207300,antithrombin_familial_hemorrhagic_diathesis_due_to,"antithrombin, familial hemorrhagic diathesis due to"
1861,207790,arachnoid_cysts_intracranial,"arachnoid cysts, intracranial"
1869,208085,arthrogryposis_renal_dysfunction_and_cholestasis_1,"arthrogryposis, renal dysfunction, and cholestasis 1"
1904,209950,immunodeficiency_27a,"immunodeficiency 27a"
1932,211369,brachydactyly_type_a2_with_microcephaly,"brachydactyly, type a2, with microcephaly"
1934,211380,elsahy_waters_syndrome,"elsahy-waters syndrome"
1943,211770,cahmr_syndrome,"cahmr syndrome"
1952,211980,lung_cancer,"lung cancer"
1953,211990,camptomelic_syndrome_long_limb_type_2,"camptomelic syndrome, long-limb type"
1476,182270,ketone_compounds_ability_to_smell,"ketone compounds, ability to smell"
1479,182400,somatomedin_embryonic,"somatomedin, embryonic"
1481,182600,spastic_paraplegia_3_autosomal_dominant,"spastic paraplegia 3, autosomal dominant"
1500,183050,spinocerebellar_ataxia_with_rigidity_and_peripheral_neuropathy,"spinocerebellar ataxia with rigidity and peripheral neuropathy"
1544,185300,sturge_weber_syndrome,"sturge-weber syndrome"
1549,185600,symphalangism_of_toes,"symphalangism of toes"
1553,185750,symphalangism_with_multiple_anomalies_of_hands_and_feet,"symphalangism with multiple anomalies of hands and feet"
1554,185800,symphalangism_proximal_1a,"symphalangism, proximal, 1a"
1559,186300,syndactyly_type_v,"syndactyly, type v"
1568,186700,syringomyelia_noncommunicating_isolated,"syringomyelia, noncommunicating isolated"
1595,187770,thoracopelvic_dysostosis,"thoracopelvic dysostosis"
1600,188000,thrombocytopenia_2,"thrombocytopenia 2"
1621,189000,toe_fifth_number_of_phalanges_in,"toe, fifth, number of phalanges in"
1623,189150,toe_rotated_fifth,"toe, rotated fifth"
1631,189800,preeclampsia_eclampsia_1,"preeclampsia/eclampsia 1"
1635,190200,tremor_of_intention_ataxia_and_lipofuscinosis,"tremor of intention, ataxia, and lipofuscinosis"
1649,190440,trigonocephaly_1,"trigonocephaly 1"
1651,190500,triphalangeal_thumb_with_double_phalanges,"triphalangeal thumb with double phalanges"
1666,191420,ulna_metaphyseal_dysplasia_syndrome,"ulna metaphyseal dysplasia syndrome"
1695,192600,cardiomyopathy_familial_hypertrophic_1,"cardiomyopathy, familial hypertrophic, 1"
1724,314570,widows_peak,"widow's peak"
1760,201020,acrocephalopolysyndactyly_type_iv,"acrocephalopolysyndactyly type iv"
1762,201100,acrodermatitis_enteropathica_zinc_deficiency_type,"acrodermatitis enteropathica, zinc-deficiency type"
1779,202110,adrenal_hyperplasia_congenital_due_to_17_alpha_hydroxylase_deficiency,"adrenal hyperplasia, congenital, due to 17-alpha-hydroxylase deficiency"
1782,202200,glucocorticoid_deficiency_1,"glucocorticoid deficiency 1"
1788,202600,agenesis_of_cerebral_white_matter,"agenesis of cerebral white matter"
1789,202650,agnathia_otocephaly_complex,"agnathia-otocephaly complex"
1800,203400,corticosterone_methyloxidase_type_i_deficiency,"corticosterone methyloxidase type i deficiency"
1808,203740,alpha_ketoglutarate_dehydrogenase_deficiency,"alpha-ketoglutarate dehydrogenase deficiency"
1844,206700,gillespie_syndrome,"gillespie syndrome"
1848,206900,microphthalmia_syndromic_3_2,"microphthalmia, syndromic 3"
1891,209050,athrombia_essential,"athrombia, essential"
1901,209885,barber_say_syndrome_2,"barber-say syndrome"
1903,209920,bare_lymphocyte_syndrome_type_ii,"bare lymphocyte syndrome, type ii"
1913,210370,bietti_crystalline_corneoretinal_dystrophy,"bietti crystalline corneoretinal dystrophy"
1925,210900,bloom_syndrome,"bloom syndrome"
1931,211355,bowing_of_long_bones_asymmetric_and_symmetric,"bowing of long bones, asymmetric and symmetric"
1933,211370,brachymetapody_anodontia_hypotrichosis_albinoidism_2,"brachymetapody-anodontia-hypotrichosis-albinoidism"
1958,212067,congenital_disorder_of_glycosylation_type_i_iix_2,"congenital disorder of glycosylation, type i/iix"
1983,212835,cerebellar_ataxia_and_ectodermal_dysplasia,"cerebellar ataxia and ectodermal dysplasia"
1997,213700,cerebrotendinous_xanthomatosis,"cerebrotendinous xanthomatosis"
2003,214110,peroxisome_biogenesis_disorder_2a,"peroxisome biogenesis disorder 2a"
2009,214370,neuropathy_hereditary_motor_and_sensory_with_deafness_mental_retardation_and_absent_sensory_large_myelinated_fibers,"neuropathy, hereditary motor and sensory, with deafness, mental retardation, and absent sensory large myelinated fibers"
2043,216340,yunis_varon_syndrome_2,"yunis-varon syndrome"
2052,216950,complement_component_c1r_c1s_deficiency,"complement component c1r/c1s deficiency"
1535,184900,stiff_skin_syndrome,"stiff skin syndrome"
1563,186550,liebenberg_syndrome,"liebenberg syndrome"
1566,186580,blau_syndrome,"blau syndrome"
1569,186750,talonavicular_coalition,"talonavicular coalition"
1583,187370,arthrogryposis_distal_type_10,"arthrogryposis, distal, type 10"
1598,187940,thrombocyte_b,"thrombocyte b"
1599,187950,thrombocythemia_1,"thrombocythemia 1"
1611,188470,thyroid_cancer_nonmedullary_2,"thyroid cancer, nonmedullary, 2"
1624,189200,toes_relative_length_of_first_and_second,"toes, relative length of first and second"
1639,190330,trichomegaly,"trichomegaly"
1665,191400,ulna_and_fibula_hypoplasia_of,"ulna and fibula, hypoplasia of"
1673,191540,urate_oxidase_pseudogene,"urate oxidase, pseudogene"
1681,191900,muckle_wells_syndrome,"muckle-wells syndrome"
1730,194090,wilms_tumor_3,"wilms tumor 3"
1735,194350,wt_limb_blood_syndrome_2,"wt limb-blood syndrome"
1761,201050,acrocraniofacial_dysostosis,"acrocraniofacial dysostosis"
1797,203300,hermansky_pudlak_syndrome_1,"hermansky-pudlak syndrome 1"
1803,203550,alopecia_contractures_dwarfism_mental_retardation_syndrome,"alopecia-contractures-dwarfism mental retardation syndrome"
1826,204870,corneal_dystrophy_gelatinous_drop_like,"corneal dystrophy, gelatinous drop-like"
1835,206000,anemia_sideroblastic_pyridoxine_responsive_autosomal_recessive,"anemia, sideroblastic, pyridoxine-responsive, autosomal recessive"
1866,208050,arterial_tortuosity_syndrome,"arterial tortuosity syndrome"
1878,208500,short_rib_thoracic_dysplasia_1_with_or_without_polydactyly,"short-rib thoracic dysplasia 1 with or without polydactyly"
1879,208530,right_atrial_isomerism,"right atrial isomerism"
1897,209770,aural_atresia_multiple_congenital_anomalies_and_mental_retardation,"aural atresia, multiple congenital anomalies, and mental retardation"
1914,210400,bifid_nose_autosomal_recessive,"bifid nose, autosomal recessive"
1919,210710,microcephalic_osteodysplastic_primordial_dwarfism_type_i,"microcephalic osteodysplastic primordial dwarfism, type i"
1944,211800,calcification_of_joints_and_arteries,"calcification of joints and arteries"
1951,211965,camptodactyly_ichthyosis_syndrome,"camptodactyly-ichthyosis syndrome"
1994,213400,cerebelloparenchymal_disorder_v,"cerebelloparenchymal disorder v"
2006,214290,cervical_vertebrae_agenesis_of,"cervical vertebrae, agenesis of"
2012,214500,chediak_higashi_syndrome,"chediak-higashi syndrome"
2013,214700,diarrhea_1_secretory_chloride_congenital,"diarrhea 1, secretory chloride, congenital"
2020,215050,chondrodysplasia_calcificans_metaphysealis,"chondrodysplasia calcificans metaphysealis"
2034,215520,ciliary_dyskinesia_with_transposition_of_ciliary_microtubules,"ciliary dyskinesia with transposition of ciliary microtubules"
2042,216330,cleidocranial_dysplasia_recessive_form_2,"cleidocranial dysplasia, recessive form"
2047,216700,collagenosis_familial_reactive_perforating,"collagenosis, familial reactive perforating"
2051,216920,combined_inflammatory_and_immunologic_defect,"combined inflammatory and immunologic defect"
2054,217080,jalili_syndrome,"jalili syndrome"
2055,217085,congenital_heart_defects_hamartomas_of_tongue_and_polysyndactyly,"congenital heart defects, hamartomas of tongue, and polysyndactyly"
2058,217100,constricting_bands_congenital,"constricting bands, congenital"
2061,217300,cornea_plana_2_autosomal_recessive,"cornea plana 2, autosomal recessive"
2084,218530,craniosynostosis_with_anomalies_of_the_cranial_base_and_digits,"craniosynostosis with anomalies of the cranial base and digits"
2097,219090,pituitary_adenoma_4_acth_secreting,"pituitary adenoma 4, acth-secreting"
2109,219721,cystic_fibrosis_with_helicobacter_pylori_gastritis_megaloblastic_anemia_and_mental_retardation,"cystic fibrosis with helicobacter pylori gastritis, megaloblastic anemia, and mental retardation"
2113,219900,cystinosis_late_onset_juvenile_or_adolescent_nephropathic_type,"cystinosis, late-onset juvenile or adolescent nephropathic type"
2169,223330,diverticulosis_of_bowel_hernia_and_retinal_detachment,"diverticulosis of bowel, hernia, and retinal detachment"
2175,223400,duodenal_atresia,"duodenal atresia"
2180,223900,neuropathy_hereditary_sensory_and_autonomic_type_iii,"neuropathy, hereditary sensory and autonomic, type iii"
2196,224900,ectodermal_dysplasia_10b_hypohidrotic_hair_tooth_type_autosomal_recessive,"ectodermal dysplasia 10b, hypohidrotic/hair/tooth type, autosomal recessive"
2206,225300,split_hand_foot_malformation_6,"split-hand/foot malformation 6"
2214,225750,aicardi_goutieres_syndrome_1,"aicardi-goutieres syndrome 1"
2216,225755,encephalopathy_with_intracranial_calcification_growth_hormone_deficiency_microcephaly_and_retinal_degeneration,"encephalopathy with intracranial calcification, growth hormone deficiency, microcephaly, and retinal degeneration"
2218,226000,endocardial_fibroelastosis,"endocardial fibroelastosis"
2223,226300,complement_hyperactivation_angiopathic_thrombosis_and_protein_losing_enteropathy,"complement hyperactivation, angiopathic thrombosis, and protein-losing enteropathy"
2232,226730,epidermolysis_bullosa_junctionalis_with_pyloric_atresia,"epidermolysis bullosa junctionalis with pyloric atresia"
2238,226900,epiphyseal_dysplasia_multiple_4,"epiphyseal dysplasia, multiple, 4"
2259,227320,faciothoracogenital_syndrome,"faciothoracogenital syndrome"
2268,227850,fanconi_like_syndrome_2,"fanconi-like syndrome"
2282,228900,du_pan_syndrome,"du pan syndrome"
2283,228930,fibular_aplasia_or_hypoplasia_femoral_bowing_and_poly_syn_and_oligodactyly,"fibular aplasia or hypoplasia, femoral bowing and poly-, syn-, and oligodactyly"
2304,229850,fryns_syndrome,"fryns syndrome"
2333,231680,multiple_acyl_coa_dehydrogenase_deficiency,"multiple acyl-coa dehydrogenase deficiency"
2338,232200,glycogen_storage_disease_ia,"glycogen storage disease ia"
2343,232500,glycogen_storage_disease_iv,"glycogen storage disease iv"
2346,232800,glycogen_storage_disease_vii,"glycogen storage disease vii"
2401,236200,homocystinuria_due_to_cystathionine_beta_synthase_deficiency,"homocystinuria due to cystathionine beta-synthase deficiency"
2445,239200,hyperparathyroidism_neonatal_severe,"hyperparathyroidism, neonatal severe"
2452,239800,hypertelorism_microtia_facial_clefting_syndrome,"hypertelorism, microtia, facial clefting syndrome"
2473,241310,hypomandibular_faciocranial_dysostosis,"hypomandibular faciocranial dysostosis"
2492,242510,ichthyosis_with_alopecia_eclabium_ectropion_and_mental_retardation,"ichthyosis with alopecia, eclabium, ectropion, and mental retardation"
2502,242860,immunodeficiency_centromeric_instability_facial_anomalies_syndrome_1,"immunodeficiency-centromeric instability-facial anomalies syndrome 1"
2525,243605,stromme_syndrome,"stromme syndrome"
2535,244510,keratoconus_and_congenital_hip_dysplasia,"keratoconus and congenital hip dysplasia"
2542,245130,ketoadipicaciduria,"ketoadipicaciduria"
2550,245348,pyruvate_dehydrogenase_e2_deficiency,"pyruvate dehydrogenase e2 deficiency"
2559,245600,multiple_joint_dislocations_short_stature_and_craniofacial_dysmorphism_with_or_without_congenital_heart_defects,"multiple joint dislocations, short stature, and craniofacial dysmorphism with or without congenital heart defects"
2685,251880,mitochondrial_dna_depletion_syndrome_3_hepatocerebral_type,"mitochondrial dna depletion syndrome 3"
2698,252350,moyamoya_disease_1,"moyamoya disease 1"
2700,252600,mucolipidosis_iii_alpha_beta,"mucolipidosis iii alpha/beta"
2711,253220,mucopolysaccharidosis_type_vii,"mucopolysaccharidosis, type vii"
2716,253280,muscular_dystrophy_dystroglycanopathy_congenital_with_brain_and_eye_anomalies_type_a_3,"muscular dystrophy-dystroglycanopathy  , type a, 3"
2723,253590,muscular_dystrophy_adult_onset_with_leukoencephalopathy,"muscular dystrophy, adult-onset, with leukoencephalopathy"
2739,254300,myasthenic_syndrome_congenital_10,"myasthenic syndrome, congenital, 10"
2753,255110,carnitine_palmitoyltransferase_ii_deficiency_myopathic_stress_induced,"carnitine palmitoyltransferase ii deficiency, myopathic, stress-induced"
2312,230600,gm1_gangliosidosis_type_ii,"gm1-gangliosidosis, type ii"
2315,230750,gastroschisis,"gastroschisis"
2328,231300,glaucoma_3_primary_congenital_a,"glaucoma 3, primary congenital, a"
2360,233710,granulomatous_disease_chronic_autosomal_recessive_cytochrome_b_positive_type_ii,"granulomatous disease, chronic, autosomal recessive, cytochrome b-positive, type ii"
2382,235255,mullerian_derivatives_persistence_of_with_lymphangiectasia_and_postaxial_polydactyly,"mullerian derivatives, persistence of, with lymphangiectasia and postaxial polydactyly"
2390,235730,mowat_wilson_syndrome,"mowat-wilson syndrome"
2392,235750,hirschsprung_disease_with_ulnar_polydactyly_polysyndactyly_of_big_toes_and_ventricular_septal_defect,"hirschsprung disease with ulnar polydactyly, polysyndactyly of big toes, and ventricular septal defect"
2403,236270,homocystinuria_megaloblastic_anemia_cble_complementation_type,"homocystinuria-megaloblastic anemia, cble complementation type"
2499,242700,t_cell_immunodeficiency_with_thymic_aplasia,"t-cell immunodeficiency with thymic aplasia"
2545,245180,kifafa_seizure_disorder,"kifafa seizure disorder"
2546,245190,kniest_like_dysplasia_lethal_2,"kniest-like dysplasia, lethal"
2563,245900,lecithincholesterol_acyltransferase_deficiency,"lecithin:cholesterol acyltransferase deficiency"
2602,248340,3mc_syndrome_3,"3mc syndrome 3"
2620,249100,familial_mediterranean_fever,"familial mediterranean fever"
2632,249630,mental_retardation_buenos_aires_type,"mental retardation, buenos aires type"
2633,249650,mercaptolactate_cysteine_disulfiduria,"mercaptolactate-cysteine disulfiduria"
2646,250410,retinitis_pigmentosa_with_or_without_skeletal_anomalies,"retinitis pigmentosa with or without skeletal anomalies"
2699,252500,mucolipidosis_ii_alpha_beta,"mucolipidosis ii alpha/beta"
2717,253290,multiple_pterygium_syndrome_lethal_type_2,"multiple pterygium syndrome, lethal type"
2718,253300,spinal_muscular_atrophy_type_i,"spinal muscular atrophy, type i"
2730,254090,ullrich_congenital_muscular_dystrophy_1,"ullrich congenital muscular dystrophy 1"
2731,254100,muscular_dystrophy_congenital_with_rapid_progression,"muscular dystrophy, congenital, with rapid progression"
2734,254130,miyoshi_muscular_dystrophy_1,"miyoshi muscular dystrophy 1"
2781,256370,nephrotic_syndrome_type_4,"nephrotic syndrome, type 4"
2792,256731,ceroid_lipofuscinosis_neuronal_5_2,"ceroid lipofuscinosis, neuronal, 5"
2812,257600,ocular_myopathy_with_curare_sensitivity,"ocular myopathy with curare sensitivity"
2818,257960,oculotrichodysplasia,"oculotrichodysplasia"
2820,257980,odontoonychodermal_dysplasia,"odontoonychodermal dysplasia"
2824,258200,oliver_syndrome,"oliver syndrome"
2855,259550,osteoid_osteoma,"osteoid osteoma"
2881,260470,subacute_sclerosing_panencephalitis,"subacute sclerosing panencephalitis"
2896,260950,periodontitis_chronic,"periodontitis, chronic"
2901,261500,eosinophil_peroxidase_deficiency,"eosinophil peroxidase deficiency"
2905,261560,pfeiffer_palm_teller_syndrome_2,"pfeiffer-palm-teller syndrome"
2908,261600,phenylketonuria,"phenylketonuria"
2940,263450,polydactyly_postaxial_type_a5,"polydactyly, postaxial, type a5"
2991,266100,epilepsy_pyridoxine_dependent,"epilepsy, pyridoxine-dependent"
2997,266250,radiculoneuropathy_fatal_neonatal,"radiculoneuropathy, fatal neonatal"
3007,266600,inflammatory_bowel_disease_1,"inflammatory bowel disease   1"
3024,267750,knobloch_syndrome_1,"knobloch syndrome 1"
3057,269150,schinzel_giedion_midface_retraction_syndrome,"schinzel-giedion midface retraction syndrome"
3066,269650,secretory_component_deficiency,"secretory component deficiency"
3110,271500,splenoportal_vascular_anomalies,"splenoportal vascular anomalies"
3113,271530,brachyolmia_type_1_hobaek_type_2,"brachyolmia type 1, hobaek type"
3130,272200,multiple_sulfatase_deficiency,"multiple sulfatase deficiency"
2295,229250,freesia_flowers_inability_to_smell,"freesia flowers, inability to smell"
2301,229650,fructose_utilization,"fructose utilization"
2305,230000,fucosidosis,"fucosidosis"
2316,230800,gaucher_disease_type_i,"gaucher disease, type i"
2373,234350,halothane_hepatitis,"halothane hepatitis"
2374,234500,hartnup_disorder,"hartnup disorder"
2380,235000,hemihyperplasia_isolated,"hemihyperplasia, isolated"
2385,235500,hemosiderosis_pulmonary_with_deficiency_of_gamma_a_globulin,"hemosiderosis, pulmonary, with deficiency of gamma-a globulin"
2460,240400,hypoascorbemia,"hypoascorbemia"
2474,241410,hypoparathyroidism_retardation_dysmorphism_syndrome,"hypoparathyroidism-retardation-dysmorphism syndrome"
2532,244400,ciliary_dyskinesia_primary_1,"ciliary dyskinesia, primary, 1"
2549,245340,erythrocyte_lactate_transporter_defect,"erythrocyte lactate transporter defect"
2565,246200,donohue_syndrome,"donohue syndrome"
2579,247150,lip_prints,"lip prints"
2587,247640,lymphoblastic_leukemia_acute_with_lymphomatous_features,"lymphoblastic leukemia, acute, with lymphomatous features"
2601,248310,plasmodium_falciparum_blood_infection_level,"plasmodium falciparum blood infection level"
2606,248390,treacher_collins_syndrome_3,"treacher collins syndrome 3"
2611,248600,maple_syrup_urine_disease,"maple syrup urine disease"
2617,248910,cutaneous_mastocytosis_conductive_hearing_loss_and_microtia,"cutaneous mastocytosis, conductive hearing loss and microtia"
2638,249900,metachromatic_leukodystrophy_due_to_saposin_b_deficiency,"metachromatic leukodystrophy due to saposin b deficiency"
2652,250650,methane_production,"methane production"
2655,250800,methemoglobinemia_due_to_deficiency_of_methemoglobin_reductase,"methemoglobinemia due to deficiency of methemoglobin reductase"
2665,251190,microcephalic_primordial_dwarfism_toriello_type_2,"microcephalic primordial dwarfism, toriello type"
2678,251450,desbuquois_dysplasia_1,"desbuquois dysplasia 1"
2695,252270,monosomy_7_of_bone_marrow,"monosomy 7 of bone marrow"
2696,252300,morquio_syndrome_c,"morquio syndrome c"
